JAP;FR;COUNT;OUPS
Eeeeee hee hee hee! Isn't that right, Jakob? Right!? Eeee hee hee!;Ho, ho, ho, ho#! Pas vrai, Jakob#? Ho, ho, ho, ho#!;2087;Eeeeee hee hee hee! Isn't that right, Jakob? Right!? Eeee hee hee!
I fear the lad's mind is gone. He seems capable of nothing but hate for those mindless mechanical automatons...;Je crains qu'il n'ait sombré dans la folie. Il voue une haine impérissable à ces automates mécaniques...;2089;I fear the lad's mind is gone. He seems capable of nothing but hate for those mindless mechanical automatons...
(O great benefactor! Please hear our supplication!);(Ô généreux bienfaiteur#! Je vous en conjure, écoutez nos supplications#!);2090;(O great benefactor! Please hear our supplication!)
...What is it?;... Qu'y a-t-il#?;2091;...What is it?
(The wolves have dealt our city a devastating blow, and we are just starting to rebuild.);(Les loups ont ravagé notre ville et nous commençons à peine les réparations.);2092;(The wolves have dealt our city a devastating blow, and we are just starting to rebuild.)
(However, the scale of the destruction was massive, and we find ourselves running low on metal and wood.);(Cependant, l'ampleur des dégâts est telle que nous sommes à court de métal et de bois.);2093;(However, the scale of the destruction was massive, and we find ourselves running low on metal and wood.)
(We need to acquire twenty pieces of iron ore, twenty pieces of clay, and twenty logs. Please, O mighty one! Please aid us!);(Nous avons besoin de vingt morceaux de minerai de fer, vingt mottes d'argile et vingt rondins. Je vous en implore, ô noble sauveur#! Aidez-nous#!);2094;(We need to acquire twenty pieces of iron ore, twenty pieces of clay, and twenty logs. Please, O mighty one! Please aid us!)
Yeah, all right. I'll do it. Just stop calling me mighty one.;Oui, c'est bon, j'accepte, mais ne m'appelez pas «#noble sauveur#».;2095;Yeah, all right. I'll do it. Just stop calling me mighty one.
(Thank you for lending an ear to our plight!);(Je vous remercie humblement d'avoir entendu nos prières#!);2096;(Thank you for lending an ear to our plight!)
I've got your stuff.;J'ai les matériaux dont vous aviez besoin.;2097;I've got your stuff.
(Ah, perfect! This brings us one step closer to normalcy.);(Ah, parfait#! La restauration de la ville pourra maintenant continuer.);2098;(Ah, perfect! This brings us one step closer to normalcy.)
(Here's a small token of our thanks. I hope you are willing to accept it.);(J'aimerais vous offrir ceci en témoignage de notre gratitude.);2099;(Here's a small token of our thanks. I hope you are willing to accept it.)
(We need to acquire twenty pieces of iron ore, twenty pieces of clay, and twenty logs.)<PAGE>(Thank you, O mighty collector of wisdom and random parts!);(Nous avons besoin de vingt morceaux de minerai de fer, vingt mottes d'argile et vingt rondins.)<PAGE>(Je vous remercie, ô noble et sage pourvoyeur d'objets divers#!);2100;(We need to acquire twenty pieces of iron ore, twenty pieces of clay, and twenty logs.)<PAGE>(Thank you, O mighty collector of wisdom and random parts!)
(We have a problem: A great number of people have gone missing in sandstorms lately.);(Nous avons un problème ces derniers temps... Plusieurs personnes se sont égarées dans les tempêtes de sable.);2101;(We have a problem: A great number of people have gone missing in sandstorms lately.)
That's not good. You have any idea why?;Voilà qui est inquiétant. Savez-vous pourquoi#?;2102;That's not good. You have any idea why?
(No. The soldiers even investigated, but they didn't find anything.);(Non. Nous avons tenté en vain de découvrir la raison de leur disparition.);2103;(No. The soldiers even investigated, but they didn't find anything.)
Hmm... Troubling.;Hum... Ce n'est pas rassurant.;2104;Hmm... Troubling.
There was a large Shade hiding inside the desert sandstorms. That's what happened to your people.;Une Ombre puissante se dissimulait dans les tempêtes de sable. C'est à cause d'elle que les gens disparaissaient.;2105;There was a large Shade hiding inside the desert sandstorms. That's what happened to your people.
(It was inside the storm? ...No wonder we couldn't find it.);(Dans les tempêtes...? Il n'est pas étonnant que nous n'ayons pas pu la trouver#!);2106;(It was inside the storm? ...No wonder we couldn't find it.)
(Thank you very much. Here is your payment.);(Je vous remercie. Voici votre récompense.);2107;(Thank you very much. Here is your payment.)
Stay alert. Where there's one Shade, there's usually more.;Soyez vigilants, d'autres Ombres aussi redoutables pourraient se cacher dans le désert.;2108;Stay alert. Where there's one Shade, there's usually more.
(Oh, what are we going to do...?);(Oh, qu'allons-nous faire...?);2109;(Oh, what are we going to do...?)
Don't worry. We'll take care of it.;Ne vous inquiétez pas. Nous nous en chargerons.;2110;Don't worry. We'll take care of it.
You can rest easy. We're used to this sort of thing by now.;Nous sommes désormais experts en la matière. Soyez-en rassuré#!;2111;You can rest easy. We're used to this sort of thing by now.
(I wish we could help you for a change.);(Si seulement je pouvais vous aider...);2112;(I wish we could help you for a change.)
(Legend has it that the Shades are desecrated forms of the kings that ruled in ancient times.);(La légende dit que les Ombres sont les âmes corrompues des rois d'antan.);2113;(Legend has it that the Shades are desecrated forms of the kings that ruled in ancient times.)
(Why would the old kings yearn so much for life that they transformed themselves into those abominations?);(Pourquoi auraient-ils accepté de devenir des créatures aussi abominables...? Tenaient-ils tant à la vie#?);2114;(Why would the old kings yearn so much for life that they transformed themselves into those abominations?)
(Thank you for dispatching the Shades. Here is a small reward for your work.);(Je vous remercie d'avoir éliminé les Ombres. J'aimerais vous offrir ceci en guise de récompense.);2115;(Thank you for dispatching the Shades. Here is a small reward for your work.)
What are you doing in the middle of the desert?;Que faites-vous au milieu du désert#?;2116;What are you doing in the middle of the desert?
(Oh, just tracking wolves. They've been on the move lately, so I was curious.);(Oh, je suis la trace d'une meute de loups. Ceux-ci se déplacent souvent ces derniers temps et je suis curieuse de savoir où ils se dirigent.);2117;(Oh, just tracking wolves. They've been on the move lately, so I was curious.)
Oh. Well, uh...be careful, all right?;... Ah. Eh bien, soyez prudente, d'accord...?;2118;Oh. Well, uh...be careful, all right?
Hey, I remember you. Are you still tracking wolves?;Tiens, vous revoilà. Toujours sur la trace de votre meute de loups#?;2119;Hey, I remember you. Are you still tracking wolves?
(No, I've moved on to Shades. They've been pretty active lately.);(Non, maintenant je suis des Ombres. Il y en a beaucoup depuis quelque temps.);2120;(No, I've moved on to Shades. They've been pretty active lately.)
...Huh. Well, be careful, all right?;... Ah. Eh bien, soyez prudente, d'accord...?;2121;...Huh. Well, be careful, all right?
Hey. What's going on now?;Bonjour. Que faites-vous maintenant#?;2122;Hey. What's going on now?
(They've been on the move lately, so I was curious.);(Ils se déplacent beaucoup, ces temps-ci, alors j'ai décidé de les suivre.);2123;(They've been on the move lately, so I was curious.)
...Who has been on the move?;... Qui donc#?;2124;...Who has been on the move?
(The townspeople! Are you an idiot or something?);(Les habitants de la ville, bien entendu#! Quelle question bête#!);2125;(The townspeople! Are you an idiot or something?)
Watch out! This thing is a Shade!;Attention#! C'est une Ombre#!;2126;Watch out! This thing is a Shade!
There's more of 'em nearby!!<WAIT=2>;Et elle n'est pas seule#!<WAIT=2>;2127;There's more of 'em nearby!!<WAIT=2>
(What's going on here!?);(Mais que se passe-t-il donc ici#?!);2128;(What's going on here!?)
Can't you tell!?;Ne pouvez-vous pas deviner#?!;2129;Can't you tell!?
(We can't let them get into the city! We must stop them here!);(Il faut à tout prix les empêcher de pénétrer dans la ville#! Nous devons les arrêter#!);2130;(We can't let them get into the city! We must stop them here!)
I think that's it.;Je crois que nous avons éliminé toutes les Ombres.;2131;I think that's it.
(It seems our people owe you another debt, outsider. At this rate, I may have to make you king and be done with it.);(Il semblerait que nous vous sommes redevables une fois de plus, mon ami. Si vous continuez ainsi, nous devrons bientôt vous couronner roi#!);2132;(It seems our people owe you another debt, outsider. At this rate, I may have to make you king and be done with it.)
...It's no big deal.;... Je n'ai pas fait grand-chose.;2133;...It's no big deal.
But listen, we've got problems. When we first saw this Shade, it was disguised as one of the Masked People.;Mais écoutez, la situation est grave. Lorsque nous avons aperçu cette Ombre, elle était déguisée en habitante de Façade.;2134;But listen, we've got problems. When we first saw this Shade, it was disguised as one of the Masked People.
(What!?);(Comment#?!);2135;(What!?)
(Are you saying that there may be Shades among my own people?);(Vous voulez dire qu'il pourrait y avoir des Ombres parmi mon peuple#?);2136;(Are you saying that there may be Shades among my own people?)
It's possible. You probably want to keep an eye out.;C'est possible. Soyez vigilant.;2137;It's possible. You probably want to keep an eye out.
(Cursed Shades! I won't let you lay a single claw on my people!);(Maudites soient ces Ombres#! Je ne les laisserai pas toucher aux citoyens de ma ville#!);2138;(Cursed Shades! I won't let you lay a single claw on my people!)
(Here's a small reward for you. Please, take it.);(J'aimerais vous offrir une récompense. Je vous en prie, acceptez-la.);2139;(Here's a small reward for you. Please, take it.)
Ah, it's you. Good, good. Are you available to discuss a certain sensitive matter?;Ah, <NIER>#! Aurais-tu quelques minutes à m'accorder#? J'aimerais discuter d'un sujet délicat avec toi.;2140;Ah, it's you. Good, good. Are you available to discuss a certain sensitive matter?
What is it?;Qu'y a-t-il#?;2141;What is it?
People are saying that a Shade has managed to enter our village.;Certains disent qu'une Ombre a réussi à s'infiltrer dans le village.;2142;People are saying that a Shade has managed to enter our village.
I was hoping you could track it down.;Penses-tu pouvoir la trouver#?;2143;I was hoping you could track it down.
This isn't a very big place. Wouldn't we have seen it by now?;Le village n'est pas bien grand. S'il y en avait une, je l'aurais déjà vue.;2144;This isn't a very big place. Wouldn't we have seen it by now?
I had my own doubts at first, but there have been too many witnesses for me to ignore this matter any longer.;Au début, je n'étais pas certain qu'elle existait vraiment moi non plus. Cependant, je ne peux plus en douter, car trop de témoins l'ont aperçue.;2145;I had my own doubts at first, but there have been too many witnesses for me to ignore this matter any longer.
I saw a really scary monster!;J'ai vu un monstre méchant#!;2146;I saw a really scary monster!
She saw it, too?;Elle a vu l'Ombre, elle aussi#?;2147;She saw it, too?
Apparently. I can't say for sure who's seen it.;Apparemment. Je ne sais pas qui l'a vraiment vue ou pas.;2148;Apparently. I can't say for sure who's seen it.
I saw the monster right around here!;J'ai vu le monstre par ici#!;2149;I saw the monster right around here!
You did, huh? Can you tell me what the monster looked like?;Ah bon#? Peux-tu me dire à quoi ressemblait le monstre#?;2150;You did, huh? Can you tell me what the monster looked like?
It was over at the river, and it was huge and scary! ...I didn't like it.;Il était près de la rivière et il était énorme et méchant#!...#J'ai eu peur.;2151;It was over at the river, and it was huge and scary! ...I didn't like it.
Over by the river, eh? Let's go take a look.;Près de la rivière, c'est ça#? Allons jeter un coup d'œil.;2152;Over by the river, eh? Let's go take a look.
I saw it near the river! It was HUGE!;J'ai vu le monstre près de la rivière#! Il était ÉNORME#!;2153;I saw it near the river! It was HUGE!
...I don't know. It doesn't look like a Shade was ever here.;Hum... Il n'y a aucune trace d'une Ombre.;2154;...I don't know. It doesn't look like a Shade was ever here.
Perhaps the young lass misremembered the location.;La fillette s'est peut-être trompée.;2155;Perhaps the young lass misremembered the location.
Yeah, maybe. Kids aren't so great at stuff like that. Let's go ask her again.;C'est possible. Les enfants ont parfois de la difficulté à se souvenir de tels détails. Retournons le lui demander.;2156;Yeah, maybe. Kids aren't so great at stuff like that. Let's go ask her again.
We went over to where you saw the monster, but we couldn't find anything. Are you sure you saw it by the river?;Nous avons examiné l'endroit où tu as dit que tu avais vu le monstre, mais nous n'avons rien trouvé. Es-tu certaine de l'avoir aperçu près de la rivière#?;2157;We went over to where you saw the monster, but we couldn't find anything. Are you sure you saw it by the river?
Um...no. Oh! Oh, oh! I remember now!;Euh... non. Oh#! Oh#! Maintenant, je me souviens#!;2158;Um...no. Oh! Oh, oh! I remember now!
I saw it in the square in front of the library!;Le monstre était dans la cour devant la bibliothèque#!;2159;I saw it in the square in front of the library!
Okay. Let's go check it out.;Compris. Nous irons vérifier.;2160;Okay. Let's go check it out.
I saw it behind the library gate!;J'ai vu le monstre devant la bibliothèque#!;2161;I saw it behind the library gate!
...There's nothing here. Guess the kid was wrong again.;... Il n'y a rien ici non plus. La fillette doit s'être encore trompée.;2162;...There's nothing here. Guess the kid was wrong again.
This is a fool's errand. Even a young girl would hardly confuse a library gate with a river. Perhaps we should ask some of the other villagers.;Tout cela ne mène à rien. Même une fillette devrait savoir faire la différence entre le devant d'une bibliothèque et le bord d'une rivière#!<PAGE>Nous devrions peut-être interroger d'autres villageois.;2163;This is a fool's errand. Even a young girl would hardly confuse a library gate with a river. Perhaps we should ask some of the other villagers.
Yeah, maybe...;Tu as sans doute raison...;2164;Yeah, maybe...
I saw a big scary monster at the square in front of the southern gate!;J'ai vu un gros monstre méchant devant la porte du sud#!;2165;I saw a big scary monster at the square in front of the southern gate!
I think I saw the Shade a few days ago, but I can't be sure.<PAGE>But whatever I saw, it wasn't much bigger than a kid.;Je crois que j'ai aperçu l'Ombre il y a quelques jours, mais je n'en suis pas certaine.<PAGE>Elle avait environ la taille d'un enfant.;2166;I think I saw the Shade a few days ago, but I can't be sure.<PAGE>But whatever I saw, it wasn't much bigger than a kid.
I saw something near the shopping district that kinda sorta looked like a Shade. You know...if you squinted.;J'ai vu quelque chose qui aurait pu être une Ombre près du marché... En plissant les yeux, disons.;2167;I saw something near the shopping district that kinda sorta looked like a Shade. You know...if you squinted.
A Shade? Oh, yes, I saw it. Gave me quite a start, let me tell you!<PAGE>Strange thing was, it seemed to be accompanied by a child.;L'Ombre#? Oh oui, je l'ai vue#! J'ai eu une frousse terrible#!<PAGE>Ce qui est bizarre, c'est qu'elle semblait être accompagnée d'un enfant.;2168;A Shade? Oh, yes, I saw it. Gave me quite a start, let me tell you!<PAGE>Strange thing was, it seemed to be accompanied by a child.
The girl's story is not agreeing very well with the rest of the villagers' testimony. I think we should question her a bit further.;On dirait que les affirmations de la fillette ne concordent pas avec celles des autres villageois. Je crois que nous devrions l'interroger de nouveau.;2169;The girl's story is not agreeing very well with the rest of the villagers' testimony. I think we should question her a bit further.
Listen, I'm not angry. But I need you to tell me the truth. Why did you lie about the Shade?;Écoute, je ne suis pas en colère, mais je veux que tu me dises la vérité. Pourquoi as-tu menti au sujet de l'Ombre#?;2170;Listen, I'm not angry. But I need you to tell me the truth. Why did you lie about the Shade?
I'm NOT lying! I saw it! It was big and scary and...and...and big!;J'ai pas menti#! Je l'ai vue#! Elle était énorme et méchante et... et... et... énorme#!;2171;I'm NOT lying! I saw it! It was big and scary and...and...and big!
Tell us this, then: In which location did you NOT see the Shade?;Alors, dis-moi, où n'as-tu pas aperçu l'Ombre#?;2172;Tell us this, then: In which location did you NOT see the Shade?
...You're weird.<PAGE>But, um...I guess I didn't see it near the northern gate or on the hill to the west!;... Tu es étrange.<PAGE>Euh... je crois que je l'ai jamais vue près de la porte du nord ou la colline à l'ouest#!;2173;...You're weird.<PAGE>But, um...I guess I didn't see it near the northern gate or on the hill to the west!
The monster isn't at the northern gate or the western hill. Okay?;Le monstre est pas près de la porte du nord ou sur la colline à l'ouest.;2174;The monster isn't at the northern gate or the western hill. Okay?
Very well.;Entendu.;2175;Very well.
There it is.;La voilà.;2176;There it is.
The little girl must have been trying to protect it.;La petite voulait probablement la protéger.;2177;The little girl must have been trying to protect it.
A touching story, but humans and Shades cannot coexist. We'd best defeat this monster while we can.;Tout cela est bien touchant, mais les humains et les Ombres ne peuvent coexister. Nous devrions l'éliminer sans plus tarder.;2178;A touching story, but humans and Shades cannot coexist. We'd best defeat this monster while we can.
I suppose...;Tu as sans doute raison...;2179;I suppose...
Thank you very much. I was having trouble sleeping knowing there were Shades in our very town!;Je te remercie. Je n'ai pas dormi depuis que j'ai appris que cette Ombre rôdait dans notre village#!;2180;Thank you very much. I was having trouble sleeping knowing there were Shades in our very town!
Thank you very much. I was having trouble sleeping knowing there were Shades in our very town!;Je te remercie. Je n'ai pas dormi depuis que j'ai appris que cette Ombre rôdait dans notre village#!;2181;Thank you very much. I was having trouble sleeping knowing there were Shades in our very town!
...Hmm, he's not here. I wonder where he went?;Hum... Je me demande où le monstre est allé...;2182;...Hmm, he's not here. I wonder where he went?
Hey there. Long time no see. How you doing?;Bonjour#! Il y a longtemps que nous nous sommes vus. Comment allez-vous#?;2183;Hey there. Long time no see. How you doing?
Great, thanks! My freesias are selling like hotcakes!;Très bien, merci#! Mes freesias se vendent comme des petits pains#!;2184;Great, thanks! My freesias are selling like hotcakes!
Good to hear. ...Hey, who's that?;Formidable. Et qui sont-ils#?;2185;Good to hear. ...Hey, who's that?
That's my wife and son.;Ma femme et mon fils.;2186;That's my wife and son.
Ah. Good to see you found someone in the end.;Ah, je suis heureux de voir que vous avez trouvé l'âme sœur après tout.;2187;Ah. Good to see you found someone in the end.
Yes. It took some time, but I was finally able to move on.<PAGE>Oh, that reminds me. Are you looking for work?;Oui, ça m'a pris beaucoup de temps, mais je me suis finalement remis.<PAGE>Oh, au fait, cherchez-vous du travail#?;2188;Yes. It took some time, but I was finally able to move on.<PAGE>Oh, that reminds me. Are you looking for work?
Always. What do you need?;Toujours. Avez-vous besoin de mes services#?;2189;Always. What do you need?
I have a customer in Facade who needs a freesia, and I was hoping you'd make the delivery.;Une de mes clientes de Façade voudrait un bouquet de freesias. Pourriez-vous le lui apporter#?;2190;I have a customer in Facade who needs a freesia, and I was hoping you'd make the delivery.
My customer runs the material shop over there. I know it's a bit out of the way, but...;Ma cliente est la marchande de matériaux de la ville. Je sais que c'est plutôt loin, mais...;2191;My customer runs the material shop over there. I know it's a bit out of the way, but...
It's no big deal. I'll take the job.;Ce n'est pas grave. Je m'en occupe.;2192;It's no big deal. I'll take the job.
Thanks! ;Merci#!;2193;Thanks! 
Deliver a freesia to Facade for me, all right?;Donnez ce bouquet de freesias à la marchande de matériaux de Façade, d'accord#?;2194;Deliver a freesia to Facade for me, all right?
You expecting a freesia?;Vous avez commandé un bouquet de freesias#?;2195;You expecting a freesia?
Oh my... This certainly brings back memories.;Oh... Ces fleurs réveillent tant de souvenirs.;2196;Oh my... This certainly brings back memories.
Memories of what?;Quelle sorte de souvenirs#?;2197;Memories of what?
Of many things, both pleasant and sad. I used to live in The Aerie, you see.;Heureux, tristes, qui sait... J'habitais l'Aire, autrefois, vous savez.;2198;Of many things, both pleasant and sad. I used to live in The Aerie, you see.
Oh. Then I suppose I should tell you—;Oh. Je devrais probablement vous dire que...;2199;Oh. Then I suppose I should tell you—
That it's been destroyed? Yes, I...I know;Qu'elle a été détruite#? Oui, je le sais...;2200;That it's been destroyed? Yes, I...I know
The little girl who lived next door to me used to love her freesias. We used to put them in our hair, and...;La jeune fille qui habitait près de chez moi adorait les freesias. Nous en portions dans nos cheveux...;2201;The little girl who lived next door to me used to love her freesias. We used to put them in our hair, and...
Anyway, one day she was attacked by a Shade. ;Un jour, une Ombre l'a attaquée...;2202;Anyway, one day she was attacked by a Shade. 
Before I could do anything, she turned into a monster.;... et elle l'a transformée en monstre avant que je ne puisse faire un geste.;2203;Before I could do anything, she turned into a monster.
I don't think the adults believed me, but I know it happened. I know it.;Personne n'a voulu me croire, mais c'est la vérité.;2204;I don't think the adults believed me, but I know it happened. I know it.
...Anyway, that's enough of that. Thank you for the flower.;Bon, je préférerais ne plus en parler. Merci encore de m'avoir apporté ce bouquet.;2205;...Anyway, that's enough of that. Thank you for the flower.
That tale sounds sadly familiar, yes?;Son histoire ressemble à celles de tant d'autres victimes...;2206;That tale sounds sadly familiar, yes?
Yeah. It does.;Malheureusement.;2207;Yeah. It does.
This flower holds some terrible memories, but some good ones as well.;Ces fleurs évoquent en moi autant de doux souvenirs que de souvenirs amers.;2208;This flower holds some terrible memories, but some good ones as well.
I delivered the freesia.;J'ai apporté le bouquet de freesias à votre cliente.;2209;I delivered the freesia.
Oh hey, thanks. Here's your fee.;Oh, je vous remercie. Voici votre récompense.;2210;Oh hey, thanks. Here's your fee.
<LIST=1738>Mention his lover.</LIST>;<LIST=1738>Lui dire ce qui est arrivé à sa petite amie.</LIST>;2212;<LIST=1738>Mention his lover.</LIST>
<LIST=1739>Leave it be.</LIST>;<LIST=1739>Ne rien dire.</LIST>;2213;<LIST=1739>Leave it be.</LIST>
Listen, this isn't going to be easy, but I think you have a right to know.<PAGE>Do you remember the letter you sent your lover five years ago? Well...;Écoutez, j'ai quelque chose d'important à vous dire. Vous aurez sans doute du mal à l'accepter, mais...<PAGE>Vous souvenez-vous de la lettre que vous nous aviez demandé d'apporter à votre petite amie il y a cinq ans#? Eh bien...;2216;Listen, this isn't going to be easy, but I think you have a right to know.<PAGE>Do you remember the letter you sent your lover five years ago? Well...
What...? No. Oh, no...;Quoi...? Non... Oh non...;2217;What...? No. Oh, no...
I'm sorry.;Je suis désolé.;2218;I'm sorry.
If I would have just called her over here sooner...;Si seulement je lui avais demandé de venir me rejoindre plus tôt...;2219;If I would have just called her over here sooner...
Probably best to leave him alone for now.;Nous devrions sans doute le laisser seul.;2221;Probably best to leave him alone for now.
Yeah. ;D'accord.;2222;Yeah. 
Say, where's your husband?;Dites, où est votre mari#?;2223;Say, where's your husband?
Last night he grabbed a sword and stormed out of the house! I tell you, I've never seen him look so angry!;Hier soir, il a pris son épée et il est sorti#! Je ne l'avais jamais vu aussi furieux#!;2224;Last night he grabbed a sword and stormed out of the house! I tell you, I've never seen him look so angry!
...That doesn't sound good.;... Ça ne me dit rien qui vaille.;2225;...That doesn't sound good.
He'll be back. I know it. And my child and I will wait for him as long as it takes.;Il reviendra. J'en suis certaine. Je l'attendrai ici avec mon fils aussi longtemps qu'il le faudra.;2226;He'll be back. I know it. And my child and I will wait for him as long as it takes.
He'll be back. I know it. And my child and I will wait for him as long as it takes.;Il reviendra. J'en suis certaine. Je l'attendrai ici avec mon fils aussi longtemps qu'il le faudra.;2227;He'll be back. I know it. And my child and I will wait for him as long as it takes.
Where did Daddy go?;Où est papa#?;2228;Where did Daddy go?
You have a good wife and a fine son. Take care of them, all right?;Prenez soin de votre femme et votre fils, d'accord#?;2229;You have a good wife and a fine son. Take care of them, all right?
I will! My family is everything to me, and I'll do whatever it takes to keep them happy.;Bien sûr#! Ma famille est ce qu'il y a de plus important pour moi et je ferais tout pour elle.;2230;I will! My family is everything to me, and I'll do whatever it takes to keep them happy.
I'll do whatever it takes to keep my family happy.;Je ferais tout pour ma famille.;2231;I'll do whatever it takes to keep my family happy.
You know anything about some kind of magical fortunetelling stone?;As-tu déjà entendu parler de pierres de divination magiques#?;2232;You know anything about some kind of magical fortunetelling stone?
Oh, you mean the Eye of Power?;Oh, tu veux dire comme un œil de puissance#?;2233;Oh, you mean the Eye of Power?
And yes, I know it's a funny name, but that's what they're called.;... Oui, je sais que c'est un nom ridicule, mais ce n'est pas moi qui l'ai inventé.;2234;And yes, I know it's a funny name, but that's what they're called.
Why do you ask?;Pourquoi aurais-tu besoin d'un objet pareil#?;2235;Why do you ask?
Doing a favor for someone. You have any idea where I can get one?;C'est pour rendre service à quelqu'un. Alors, sais-tu où je pourrais en trouver#?;2236;Doing a favor for someone. You have any idea where I can get one?
Hmmm... Well, there used to be some on the roof of the Lost Shrine. I suppose they're still there.;Hum... Il y en avait autrefois sur le toit du temple oublié. Il en reste peut-être toujours.;2237;Hmmm... Well, there used to be some on the roof of the Lost Shrine. I suppose they're still there.
All right. I'll give the Lost Shrine a shot.;D'accord, j'irai y jeter un coup d'œil.;2238;All right. I'll give the Lost Shrine a shot.
This must be an Eye of Power.;Ce doit être ce que nous cherchions...;2239;This must be an Eye of Power.
Oh my gosh! I can feel magic just pouring out of it!;Ouah...! Je peux sentir la magie qui s'en émane d'ici#!;2240;Oh my gosh! I can feel magic just pouring out of it!
I must say, I'm impressed. Telling one's fortune with such a powerful stone could produce rather accurate results.;Je dois avouer que je suis impressionné. Avec une pierre qui regorge d'énergie magique comme celle-ci, il serait possible de prédire l'avenir avec une certaine certitude.;2241;I must say, I'm impressed. Telling one's fortune with such a powerful stone could produce rather accurate results.
Ngh...;Oh...;2242;Ngh...
...The hell? Where are we?;Bordel...! On est où, au juste#?;2243;...The hell? Where are we?
I've never seen anything like this before.;Je n'ai jamais vu d'endroit pareil#!;2244;I've never seen anything like this before.
This is no time for idle sightseeing! The Shades approach!;Ce n'est pas le moment de poser des questions#! Des Ombres nous attaquent#!;2245;This is no time for idle sightseeing! The Shades approach!
Oh, thank the gods you're here! We've got trouble!;Oh, les dieux soient loués#! Te voilà#! Nous avons des ennuis#!;2247;Oh, thank the gods you're here! We've got trouble!
What kind of trouble?;Que se passe-t-il#?;2248;What kind of trouble?
There's a wild boar in the northern plains who's started attacking villagers.;Un sanglier a attaqué des villageois sur la plaine septentrionale.;2249;There's a wild boar in the northern plains who's started attacking villagers.
The victims all made it back, but who knows if we'll be so lucky next time...;Ils ne sont que blessés, mais sa prochaine victime n'aura peut-être pas autant de chance...;2250;The victims all made it back, but who knows if we'll be so lucky next time...
...So you want me to go kill it?;... Alors, vous voulez que je l'abatte#?;2251;...So you want me to go kill it?
Yes. And we'll be sure to pay you well.;Oui, et nous te récompenserons largement.;2252;Yes. And we'll be sure to pay you well.
All right.;Entendu.;2253;All right.
Oh, and a word of advice: Once you kill it, make sure you take a boar tusk.;Oh, et n'oublie pas de récupérer une défense de sanglier après l'avoir vaincu.;2254;Oh, and a word of advice: Once you kill it, make sure you take a boar tusk.
Let's just say it'll come in handy.;Je suis certain qu'elle pourrait t'être utile.;2255;Let's just say it'll come in handy.
Hurry! Go kill that boar!;Dépêche-toi d'aller tuer le sanglier#!;2256;Hurry! Go kill that boar!
You hunted down the boar? Oh, thank you!;Tu as tué le sanglier#? Oh, je te remercie#!;2257;You hunted down the boar? Oh, thank you!
And it looks like you found a boar tusk, too!;Et je vois que tu as aussi trouvé une défense de sanglier#!;2258;And it looks like you found a boar tusk, too!
They say that boars become tame around anyone who carries one.;On dit que ceux qui en détiennent une peuvent apprivoiser les sangliers.;2259;They say that boars become tame around anyone who carries one.
Apparently, they'll even let you ride around on their backs!;Tu pourrais même monter sur leur dos, à ce qu'il paraît#!;2260;Apparently, they'll even let you ride around on their backs!
That sounds like hokum to me, but if you're brave enough, you might as well give it a shot.;À mon avis, ce ne sont que des balivernes, mais si tu en as le courage, tu devrais sans doute essayer.;2261;That sounds like hokum to me, but if you're brave enough, you might as well give it a shot.
Now we can walk the plains in peace again.;Désormais, nous pourrons traverser la plaine en paix.;2262;Now we can walk the plains in peace again.
No one buys new clothes anymore! They all just want me to repair their old ones.;Plus personne n'achète de nouveaux vêtements#! Mes clients me demandent plutôt de raccommoder leurs vêtements usés.;2263;No one buys new clothes anymore! They all just want me to repair their old ones.
After the kids she used to take care of by the fountain died, my grandmother's mind began to slip.;Depuis que les enfants dont elle s'occupait près de la fontaine sont décédés, ma grand-mère sombre peu à peu dans la folie.;2264;After the kids she used to take care of by the fountain died, my grandmother's mind began to slip.
I'm worried about you. You've been a different person since Yonah was taken away.;Je me fais aussi du souci pour toi, <NIER>. Tu n'es plus le même depuis que Yonah a été enlevée.;2265;I'm worried about you. You've been a different person since Yonah was taken away.
I'll be fine once I get her back.;Tout ira mieux lorsqu'elle sera de retour.;2266;I'll be fine once I get her back.
*Sigh* I've been waiting for sales to rebound for years now...;*soupir* J'attends que les ventes grimpent depuis des années…;2267;*Sigh* I've been waiting for sales to rebound for years now...
You're leaving the village? Really? But...but what about all the Shades that keep cropping up?;Tu ne vas pas rester au village#? Vraiment#? Mais... et les Ombres qui rôdent tout autour#?;2268;You're leaving the village? Really? But...but what about all the Shades that keep cropping up?
C'mon, shop here more often! I'm damn near broke!;Allez, achète plus de mes marchandises ou je ferai faillite#!;2269;C'mon, shop here more often! I'm damn near broke!
Thanks for coming. I'm doing everything I can to keep my inventory up, but it's tricky.;Bienvenue#! Je fais ce que je peux pour m'approvisionner, mais ce n'est pas facile.;2270;Thanks for coming. I'm doing everything I can to keep my inventory up, but it's tricky.
Things sure are rough lately.;Les temps sont durs en ce moment.;2271;Things sure are rough lately.
I know it's a hard world, but what better time to make your flowers blossom?;Même si nous vivons dans un monde ravagé, cultiver mon jardin me donne de l'espoir.;2272;I know it's a hard world, but what better time to make your flowers blossom?
My husband keeps nagging me about how this is no time to grow flowers.;Mon mari n'arrête pas de me dire que ce n'est pas le moment de planter des fleurs.;2273;My husband keeps nagging me about how this is no time to grow flowers.
