JAP;FR;COUNT;OUPS
"Yes, I am. <STOP>I proffer the two a smile. ""I suppose that comes as something of a surprise, seeing as how I exist only in the form of words.""<PAGE>";Euh, oui... <STOP>Je suppose qu'il vous était impossible de le savoir puisque je n'existe que par les mots.<PAGE>;359;"Yes, I am. <STOP>I proffer the two a smile. ""I suppose that comes as something of a surprise, seeing as how I exist only in the form of words.""<PAGE>"
I can see that the one known as <NIER> is disappointed that the torn dress will be given no further description, but he hides it well. With a nod and a shrug, the three of us set forth to our awakening.;Je vis que <NIER> était un peu déçu que l'état de ma robe n'ait pas été décrit en détail, mais il arriva pourtant à le dissimuler. D'un hochement de tête, nous décidâmes de nous réveiller.;360;I can see that the one known as <NIER> is disappointed that the torn dress will be given no further description, but he hides it well. With a nod and a shrug, the three of us set forth to our awakening.
But behind us, an awakening of another kind is taking place.;Mais derrière nous, quelque chose d'autre s'éveillait.;361;But behind us, an awakening of another kind is taking place.
Black smoke fills the abandoned castle, providing the countless damned souls inside with their final shroud.;Une épaisse fumée noire enveloppa le château abandonné, un dernier linceul pour les innombrables âmes damnées qui y résidaient.;362;Black smoke fills the abandoned castle, providing the countless damned souls inside with their final shroud.
After a moment, the castle's windows shatter with a mighty roar. A fresh breeze blows through the hallways and corridors, clearing the smoke away for good. <STOP>As we watch in awe, uncountable black shadows slowly flicker to life, crossing to and fro in front of the broken windows. ;Après quelques instants, toutes les fenêtres se fracassèrent bruyamment. Un courant d'air frais souffla à travers les corridors et dispersa la fumée pour toujours.<STOP> Nous observâmes, intimidés, de sombres spectres s'agiter devant les fenêtres en miettes.;363;After a moment, the castle's windows shatter with a mighty roar. A fresh breeze blows through the hallways and corridors, clearing the smoke away for good. <STOP>As we watch in awe, uncountable black shadows slowly flicker to life, crossing to and fro in front of the broken windows. 
The castle's dead have awakened to their new life...as Shades.;Les cadavres du château s'étaient réveillés et étaient revenus à la vie... en tant qu'Ombres.;367;The castle's dead have awakened to their new life...as Shades.
I squint down the dim corridors...;Je jetai un coup d'œil aux sombres couloirs...;372;I squint down the dim corridors...
<LIST=1105>...and proceed east.</LIST>;<LIST=1105>... et je continuai vers l'est.</LIST>;373;<LIST=1105>...and proceed east.</LIST>
<LIST=1106>...and proceed south.</LIST>;<LIST=1106>... et je continuai vers le sud.</LIST>;374;<LIST=1106>...and proceed south.</LIST>
<LIST=1107>...and proceed west.</LIST>;<LIST=1107>... et je continuai vers l'ouest.</LIST>;375;<LIST=1107>...and proceed west.</LIST>
<LIST=1108>...and proceed north.</LIST>;<LIST=1108>... et je continuai vers le nord.</LIST>;376;<LIST=1108>...and proceed north.</LIST>
I squint down the dim corridors...;Je jetai un coup d'œil aux sombres couloirs...;378;I squint down the dim corridors...
<LIST=1108>...and proceed north.</LIST>;<LIST=1108>... et je continuai vers le nord.</LIST>;379;<LIST=1108>...and proceed north.</LIST>
I squint down the dim corridors...;Je jetai un coup d'œil aux sombres couloirs...;382;I squint down the dim corridors...
<LIST=1105>...and proceed east.</LIST>;<LIST=1105>... et je continuai vers l'est.</LIST>;383;<LIST=1105>...and proceed east.</LIST>
<LIST=1108>...and proceed west.</LIST>;<LIST=1108>... et je continuai vers l'ouest.</LIST>;384;<LIST=1108>...and proceed west.</LIST>
I squint down the dim corridors...;Je jetai un coup d'œil aux sombres couloirs...;386;I squint down the dim corridors...
<LIST=1105>...and proceed east.</LIST>;<LIST=1105>... et je continuai vers l'est.</LIST>;387;<LIST=1105>...and proceed east.</LIST>
I squint down the dim corridors...;Je jetai un coup d'œil aux sombres couloirs...;391;I squint down the dim corridors...
<LIST=1105>...and proceed east.</LIST>;<LIST=1105>... et je continuai vers l'est.</LIST>;392;<LIST=1105>...and proceed east.</LIST>
<LIST=1106>...and proceed south.</LIST>;<LIST=1106>... et je continuai vers le sud.</LIST>;393;<LIST=1106>...and proceed south.</LIST>
<LIST=1107>...and proceed west.</LIST>;<LIST=1107>... et je continuai vers l'ouest.</LIST>;394;<LIST=1107>...and proceed west.</LIST>
I squint down the dim corridors...;Je jetai un coup d'œil aux sombres couloirs...;397;I squint down the dim corridors...
<LIST=1107>...and proceed west.</LIST>;<LIST=1107>... et je continuai vers l'ouest.</LIST>;398;<LIST=1107>...and proceed west.</LIST>
<LIST=1108>...and proceed north.</LIST>;<LIST=1108>... et je continuai vers le nord.</LIST>;399;<LIST=1108>...and proceed north.</LIST>
I squint down the dim corridors...;Je jetai un coup d'œil aux sombres couloirs...;401;I squint down the dim corridors...
<LIST=1106>...and proceed south.</LIST>;<LIST=1106>... et je continuai vers le sud.</LIST>;402;<LIST=1106>...and proceed south.</LIST>
I squint down the dim corridors...;Je jetai un coup d'œil aux sombres couloirs...;405;I squint down the dim corridors...
<LIST=1105>...and proceed east.</LIST>;<LIST=1105>... et je continuai vers l'est.</LIST>;406;<LIST=1105>...and proceed east.</LIST>
<LIST=1106>...and proceed south.</LIST>;<LIST=1106>... et je continuai vers le sud.</LIST>;407;<LIST=1106>...and proceed south.</LIST>
A colony of massive sculptures was visible in the distance, their tall forms scraping against the sky. <STOP>Weiss and <NIER> had never seen such a sight, and their eyes widened as they tried to take it in. ;Plusieurs statues massives se dressaient à l'horizon, leur sommet semblant toucher la voûte du ciel.<STOP> Weiss et <NIER> n'avaient jamais vu rien de tel et ils écarquillèrent les yeux pour ne rien perdre du spectacle.;413;A colony of massive sculptures was visible in the distance, their tall forms scraping against the sky. <STOP>Weiss and <NIER> had never seen such a sight, and their eyes widened as they tried to take it in. 
Hey, Weiss. We keep walking, but those things don't get any closer. <STOP>I don't get it. Are they really that big?;Dis, Weiss. Ces choses ne rapetissent pas même si nous continuons de nous en approcher.<STOP> Je ne comprends pas... Sont-elles vraiment si immenses#?;414;Hey, Weiss. We keep walking, but those things don't get any closer. <STOP>I don't get it. Are they really that big?
As Weiss considered his answer, the sun beat down on them with renewed ferocity.;Weiss y réfléchit alors que le soleil dardait sur eux ses rayons toujours brûlants.;415;As Weiss considered his answer, the sun beat down on them with renewed ferocity.
Perhaps they are some manner of mirage, he said.;Il s'agit peut-être d'un mirage, supposa-t-il.;416;Perhaps they are some manner of mirage, he said.
Under this heat, a mirage or two would hardly be an unexpected sight.;Cette chaleur est étouffante. Il ne serait pas impossible d'en apercevoir un.;417;Under this heat, a mirage or two would hardly be an unexpected sight.
<NIER> nodded and wiped the sweat off his brow, leaving a trail of sand in its place. He thought he'd never been so thirsty.;<NIER> hocha la tête et essuya la sueur de son front d'une main couverte de sable. Il n'avait jamais eu aussi soif.;418;<NIER> nodded and wiped the sweat off his brow, leaving a trail of sand in its place. He thought he'd never been so thirsty.
The ancient road on which they walked was black and cracked with age. Here and there, thin wisps of grass pushed up through the rocky surface, as if defying those who had laid this material down over their home.;Ils suivaient une route ancienne, noire et crevassée. Des touffes d'herbe poussaient ici et là à travers sa surface rocailleuse, comme par défi à ceux qui avaient osé la construire.;419;The ancient road on which they walked was black and cracked with age. Here and there, thin wisps of grass pushed up through the rocky surface, as if defying those who had laid this material down over their home.
The heat reflecting from the road made <NIER> lightheaded.<PAGE>;Étourdi par la chaleur réfléchie par la route, <NIER> tomba à genoux et frappa violemment le sol de son poing.<PAGE>;420;The heat reflecting from the road made <NIER> lightheaded.<PAGE>
"Suddenly, he dropped to his knees and slammed his hand against the black surface. <STOP>""Goddammit!"" he said. ""Is this some kind of joke!? Well, I'm not laughing!""";Je n'en peux plus#! s'écria-t-il. Est-ce censé être une blague#?! Eh bien, elle n'est pas drôle#!;421;"Suddenly, he dropped to his knees and slammed his hand against the black surface. <STOP>""Goddammit!"" he said. ""Is this some kind of joke!? Well, I'm not laughing!"""
The complaining had already begun.;Il commençait déjà à se plaindre.;422;The complaining had already begun.
"Weiss tried not to let his eyes roll too much. ""A joke?"" he said. <STOP>""No. No joke. This road leads to the City of Art. <STOP>Perhaps the path itself is simply some manner of grand artistic work.""";Weiss essaya de ne pas rouler les yeux. Une blague#? répondit-il. Non, ce n'est pas une blague. Cette route mène à la cité des Arts. Qui sait#? Elle pourrait être elle aussi une œuvre magistrale.;423;"Weiss tried not to let his eyes roll too much. ""A joke?"" he said. <STOP>""No. No joke. This road leads to the City of Art. <STOP>Perhaps the path itself is simply some manner of grand artistic work."""
Oh, come on! That's bullshit and you know it!;C'est de la foutaise et tu le sais très bien#!;424;Oh, come on! That's bullshit and you know it!
Possibly. But thinking of it in this way might make it easier for you to bear.;C'est fort possible, mais tu supporteras sans doute mieux d'avancer si tu considères la situation ainsi.;425;Possibly. But thinking of it in this way might make it easier for you to bear.
<NIER> glanced at Weiss's grinning face, cursed silently to himself, and resumed walking. ;<NIER> jeta un coup d'œil au sourire narquois de Weiss et jura intérieurement. Il se remit à marcher.;426;<NIER> glanced at Weiss's grinning face, cursed silently to himself, and resumed walking. 
As time passed, <NIER>'s feet grew more painful, and his throat drier than he thought possible. <STOP>He tried not to look further than the next step ahead, because the bright sunlight made him hesitant to trust his own senses.;Au fil des heures, les pieds de <NIER> devinrent de plus en plus douloureux. <STOP>Une soif brûlante le dévorait. <STOP>Il avançait les yeux fixés sur sa route, se doutant que l'éclat aveuglant du soleil l'empêchait de pouvoir se fier à ses propres sens.;427;As time passed, <NIER>'s feet grew more painful, and his throat drier than he thought possible. <STOP>He tried not to look further than the next step ahead, because the bright sunlight made him hesitant to trust his own senses.
"We are definitely getting closer, said Weiss in an effort to cheer his companion. <STOP>""Yes, this much is certain.""<PAGE>";Nous nous approchons, affirma Weiss, tentant de remonter le moral de son compagnon. Oui, j'en suis certain.<PAGE>;428;"We are definitely getting closer, said Weiss in an effort to cheer his companion. <STOP>""Yes, this much is certain.""<PAGE>"
Encouraged, <NIER> lifted his gaze. <STOP>Suddenly, he stopped walking, choosing instead to stand in the middle of the road with his mouth and eyes wide open and his finger pointing in the distance. ;Encouragé, <NIER> leva les yeux et s'arrêta net au milieu de la route.<STOP> Bouche bée et les yeux grands ouverts, il pointa au loin.;429;Encouraged, <NIER> lifted his gaze. <STOP>Suddenly, he stopped walking, choosing instead to stand in the middle of the road with his mouth and eyes wide open and his finger pointing in the distance. 
"Water! he cried! ""It's water!""";De l'eau#! s'écria-t-il. C'est de l'eau#!;430;"Water! he cried! ""It's water!"""
"Water? asked Weiss. ""Preposterous. I don't see any water.""";De l'eau#? répéta Weiss. Ridicule. Je ne vois pas d'eau.;431;"Water? asked Weiss. ""Preposterous. I don't see any water."""
It's right there, idiot! Can't you see it!? Look, the sun is reflecting off it! ;Mais elle est pourtant juste là#! Comment ne peux-tu pas l'apercevoir#?! Regarde, le soleil s'y réfléchit#!;432;It's right there, idiot! Can't you see it!? Look, the sun is reflecting off it! 
Without waiting for a response, <NIER> sprang to life and bounded toward the sight.;<NIER> bondit sans attendre la réplique de Weiss.;433;Without waiting for a response, <NIER> sprang to life and bounded toward the sight.
What in the...;Mais qu'est-ce que...?;434;What in the...
There was no water. There was nothing but sand in every direction. <STOP><NIER> closed his eyes and sighed as Weiss floated up behind him, chuckling softly. ;Il n'y avait pas d'eau. Il n'y avait que du sable à perte de vue. <STOP><NIER> ferma les yeux et soupira. Weiss le rattrapa en riant doucement.;435;There was no water. There was nothing but sand in every direction. <STOP><NIER> closed his eyes and sighed as Weiss floated up behind him, chuckling softly. 
"I believe this is known as a mirage, he said. ""Many a desert traveler has spoken of such things.""<PAGE>";Je crois que c'est un mirage, expliqua-t-il. Plusieurs voyageurs en ont fait l'expérience en traversant un désert.<PAGE>;436;"I believe this is known as a mirage, he said. ""Many a desert traveler has spoken of such things.""<PAGE>"
<NIER> shook his head, bewildered. Suddenly he pointed off in the distance, his eyes wide once more.;<NIER> secoua la tête, hébété. Soudain, il pointa au loin, ses yeux de nouveau écarquillés.;437;<NIER> shook his head, bewildered. Suddenly he pointed off in the distance, his eyes wide once more.
Wait, there it is! I just missed it! Look, it's <FONT=ITALIC>right there!</FONT>;Attends, la voilà#! Je l'avais manquée de peu#! Regarde, elle est juste là#!;438;Wait, there it is! I just missed it! Look, it's <FONT=ITALIC>right there!</FONT>
<NIER> sprinted off again, leaving Weiss with no choice but to follow.;<NIER> s'élança une fois de plus et Weiss n'eut d'autre choix que de le suivre.;439;<NIER> sprinted off again, leaving Weiss with no choice but to follow.
After a few minutes of running, <NIER> came to a halt.;Après avoir couru pendant quelques minutes, <NIER> s'arrêta.;440;After a few minutes of running, <NIER> came to a halt.
I could've sworn it was right around here...;J'aurais juré qu'elle était par ici...;441;I could've sworn it was right around here...
Confused, he put his hands up to his eyes and rubbed them vigorously. <STOP>As soon as he stopped, he noticed a blue, shimmering pool of clear water just over the next rise. <STOP>With a shout, he bounded off in search of it.<PAGE>;Désorienté, il se frotta vivement les yeux. <STOP>Lorsqu'il ouvrit les paupières, il aperçut une étendue d'eau limpide et miroitante au-delà de la prochaine dune. <STOP>Il poussa un cri et s'y précipita aussitôt.<PAGE>;442;Confused, he put his hands up to his eyes and rubbed them vigorously. <STOP>As soon as he stopped, he noticed a blue, shimmering pool of clear water just over the next rise. <STOP>With a shout, he bounded off in search of it.<PAGE>
The chase continued for nearly an hour, until an exasperated Weiss finally floated up to <NIER> and struck him in the face with his cover.;Il continua ainsi pendant presque une heure. Exaspéré, Weiss rejoignit <NIER> et frappa son visage de sa couverture.;443;The chase continued for nearly an hour, until an exasperated Weiss finally floated up to <NIER> and struck him in the face with his cover.
You damn, blithering idiot! Stop this at once! <STOP><FONT=ITALIC>There</FONT> <WAIT=0.5><FONT=ITALIC>is</FONT> <WAIT=0.5><FONT=ITALIC>no</FONT> <WAIT=0.5><FONT=ITALIC>water</FONT> <WAIT=0.5><FONT=ITALIC>here!</FONT>;Ça suffit, bougre d'idiot#! Arrête#!<STOP><FONT=ITALIC> Il </FONT><WAIT=0.5><FONT=ITALIC>n'y </FONT><WAIT=0.5><FONT=ITALIC>a </FONT><WAIT=0.5><FONT=ITALIC>pas </FONT><WAIT=0.5><FONT=ITALIC>d'eau#!</FONT>;444;You damn, blithering idiot! Stop this at once! <STOP><FONT=ITALIC>There</FONT> <WAIT=0.5><FONT=ITALIC>is</FONT> <WAIT=0.5><FONT=ITALIC>no</FONT> <WAIT=0.5><FONT=ITALIC>water</FONT> <WAIT=0.5><FONT=ITALIC>here!</FONT>
"<NIER>'s face clouded. ""There...there isn't?""";Le visage de <NIER> s'assombrit.;445;"<NIER>'s face clouded. ""There...there isn't?"""
"There is not! And perhaps next time you will listen to me when I tell you as much! <STOP>Weiss paused for a moment, then continued speaking in a slightly kinder tone. <STOP>""However, I suppose this mad chase was not altogether wasted: It seems we have arrived in the City of Art.""<PAGE>";Il n'y en a vraiment pas, hein...? Pas une goutte#! Et j'espère que tu m'écouteras la prochaine fois que je l'affirmerai#!<STOP>Weiss reprit son souffle puis continua plus doucement#: Cependant, ta chasse folle aura été fructueuse malgré tout#: on dirait que nous avons atteint la cité des Arts.<PAGE>;446;"There is not! And perhaps next time you will listen to me when I tell you as much! <STOP>Weiss paused for a moment, then continued speaking in a slightly kinder tone. <STOP>""However, I suppose this mad chase was not altogether wasted: It seems we have arrived in the City of Art.""<PAGE>"
<NIER> looked up. Stretched out before him was a row of impossibly tall sculptures. <STOP>Their journey was at an end.;<NIER> leva les yeux. Des rangées de statues d'une taille incroyable se dressaient devant lui.<STOP> Leur périple était terminé.;447;<NIER> looked up. Stretched out before him was a row of impossibly tall sculptures. <STOP>Their journey was at an end.
"They're huge! cried <NIER>, completely forgetting the heat and pain of the past few hours. ""I've...I've never seen anything so big!""<PAGE>";Elles sont énormes#! s'écria <NIER>, oubliant d'un coup la chaleur et la douleur qui l'accablaient depuis des heures. Je n'ai jamais rien vu d'aussi gigantesque#!<PAGE>;448;"They're huge! cried <NIER>, completely forgetting the heat and pain of the past few hours. ""I've...I've never seen anything so big!""<PAGE>"
Each sculpture was formed from roughly the same shape—a tall rectangle that stretched up toward the sky—but that is where the similarities ended. <STOP>Most were covered with panes of glass that reflected the light in a thousand directions, while others seemed to be nothing but frames of steel. <STOP>Some had tall spires on their tops, while others possessed triangular caps.<PAGE>;Chaque sculpture avait à peu près la même forme, celle d'un prisme rectangulaire droit s'élevant haut dans le ciel. Toutefois, elles étaient toutes décorées différemment. <STOP>Certaines étaient recouvertes de larges carreaux de vitre réfléchissant la lumière comme un miroir, alors que d'autres n'étaient formées que d'une charpente d'acier. <STOP>Quelques unes étaient surmontées d'une longue aiguille, tandis que d'autres étaient coiffées d'une pyramide.<PAGE>;449;Each sculpture was formed from roughly the same shape—a tall rectangle that stretched up toward the sky—but that is where the similarities ended. <STOP>Most were covered with panes of glass that reflected the light in a thousand directions, while others seemed to be nothing but frames of steel. <STOP>Some had tall spires on their tops, while others possessed triangular caps.<PAGE>
"What kind of city is this? said <NIER>. ""Where are the people? Where are the houses?""";Quelle sorte de cité est-ce donc#? demanda <NIER>. Où sont ses habitants#? Où sont leurs maisons#?;450;"What kind of city is this? said <NIER>. ""Where are the people? Where are the houses?"""
Perhaps the land is intended exclusively for artistic use.;Ces terres sont peut-être dédiées à l'exposition d'œuvres d'art.;451;Perhaps the land is intended exclusively for artistic use.
The debate continued as they made their way through the city.;Ils continuèrent à discuter en parcourant la cité.;452;The debate continued as they made their way through the city.
Miracles of artistry were everywhere. Great iron crates with wheels sat silent on steel rails. Beautifully carved works with lights of red, amber, and green dangled over every street. <STOP>As they moved away from the massive sculptures, they found a great array of smaller ones. <STOP>Some were covered in glass or brick, but many were composed of materials they had never before encountered. The sheer variety of colors and styles was staggering.<PAGE>;"Partout on pouvait admirer des chefs-d'œuvre. D'immenses boîtes de métal munies de roues siégeaient silencieusement sur des poutres d'acier#; d'exquises lanternes sculptées serties de trois sphères, une rouge, une orange et une verte, étaient suspendues au coin de chaque rue. <STOP>Au-delà des sculptures géantes, ils en découvrirent de plus petites recouvertes de verre, de briques et de matériaux inconnus. Le nombre de couleurs utilisées était tout simplement ahurissant.<PAGE>";453;Miracles of artistry were everywhere. Great iron crates with wheels sat silent on steel rails. Beautifully carved works with lights of red, amber, and green dangled over every street. <STOP>As they moved away from the massive sculptures, they found a great array of smaller ones. <STOP>Some were covered in glass or brick, but many were composed of materials they had never before encountered. The sheer variety of colors and styles was staggering.<PAGE>
Unable to find a theme or purpose to the abstract works around them, <NIER> and Weiss eventually fell silent.;Incapables de discerner le thème ou le but de ces œuvres abstraites, <NIER> et Weiss finirent par se taire.;454;Unable to find a theme or purpose to the abstract works around them, <NIER> and Weiss eventually fell silent.
On the outskirts of the city, they discovered three sculptures in the shape of humans. <NIER> uttered a sigh of relief as he approached them.;À l'autre extrémité de la cité, ils découvrirent trois sculptures de forme humaine. <NIER> soupira de soulagement en les apercevant#:;455;On the outskirts of the city, they discovered three sculptures in the shape of humans. <NIER> uttered a sigh of relief as he approached them.
Finally. I was getting tired of modern art.;Enfin#! Je commençais à en avoir assez de l'art moderne.;456;Finally. I was getting tired of modern art.
The three statues were indistinguishable except for a single word chiseled into their right arms. One read Alpha, one read Beta, and the final one read Gamma.;Les trois statues étaient identiques, mais un mot différent était gravé sur le bras droit de chacune d'elle#: Alpha, Bêta et Gamma.;457;The three statues were indistinguishable except for a single word chiseled into their right arms. One read Alpha, one read Beta, and the final one read Gamma.
As <NIER> moved to touch the nearest statue, a bird flew from the top of one of the sculptures. Alighting on the statue's shoulder, it emitted a brief, beautiful song that took the form of words. ;<NIER> s'approcha de la première et tendit la main pour la toucher quand soudain un oiseau vint se poser sur l'épaule de la statue. Ses légers gazouillements se transformèrent en paroles#:;458;As <NIER> moved to touch the nearest statue, a bird flew from the top of one of the sculptures. Alighting on the statue's shoulder, it emitted a brief, beautiful song that took the form of words. 
Only one form is real. The others are false.;Une seule d'entre elles est humaine. Les autres sont des faux.;459;Only one form is real. The others are false.
The real form will always speak the truth.;La vraie dit toujours la vérité.;460;The real form will always speak the truth.
The false ones will only speak lies.;Les autres ne savent que mentir.;461;The false ones will only speak lies.
With that, the bird departed. As if on cue, the three statues shuddered to life, acquiring color and form as they began to breathe. ;L'oiseau prit son envol. Aussitôt, les trois statues frémirent. La pierre se transforma en chair et elles respirèrent goulûment leur premier souffle.;462;With that, the bird departed. As if on cue, the three statues shuddered to life, acquiring color and form as they began to breathe. 
"Hey, look at that, said <NIER>. ""They're alive.""";Regarde#! s'écria <NIER>. Elles sont vivantes#!;463;"Hey, look at that, said <NIER>. ""They're alive."""
The triplets bowed low before <NIER>.;Le trio s'inclina respectueusement devant <NIER>.;464;The triplets bowed low before <NIER>.
"Please! said Alpha. ""You have to get me out of this nightmare! I am real!""";Je vous en prie#! s'exclama Alpha. Aidez-moi à sortir de ce cauchemar#! Je suis humain#!;465;"Please! said Alpha. ""You have to get me out of this nightmare! I am real!"""
"Stop lying! said Beta. He turned to <NIER> and threw his hands in the air. ""Alpha's a fake, you know. I'm the real one!""";Tu mens#! répliqua Bêta. Il se retourna vers <NIER> et leva les bras au ciel en supplication. Alpha n'est qu'une copie, c'est moi qui suis humain#!;466;"Stop lying! said Beta. He turned to <NIER> and threw his hands in the air. ""Alpha's a fake, you know. I'm the real one!"""
"What a load of crap, said Gamma. ""Beta is a fake! Everyone knows I'm the only real one around here.""";Balivernes#! rétorqua Gamma. Bêta n'est pas humain#! Tout le monde sait que je suis le seul humain de nous trois.;467;"What a load of crap, said Gamma. ""Beta is a fake! Everyone knows I'm the only real one around here."""
Their respective pleas given, the three statues returned to their frozen state as silence once again enveloped the city.<PAGE>;Ayant avancé leurs arguments, ils redevinrent des statues de pierre et le silence s'abattit sur la cité.<PAGE>;468;Their respective pleas given, the three statues returned to their frozen state as silence once again enveloped the city.<PAGE>
When you consider all of the statements, only one of them could be the real thing, said Weiss.;Si l'on tient compte leurs énoncés, un seul d'eux peut être humain, déclara Weiss.;469;When you consider all of the statements, only one of them could be the real thing, said Weiss.
<NIER> furrowed his eyebrows and considered his answer.;<NIER> fronça les sourcils et réfléchit longuement avant de se prononcer.;470;<NIER> furrowed his eyebrows and considered his answer.
Only one form is real. The others are false.;Une seule d'entre elles est humaine. Les autres sont des faux.;471;Only one form is real. The others are false.
The real form will always speak the truth.;La vraie dit toujours la vérité.;472;The real form will always speak the truth.
The false ones will only speak lies.;Les autres ne savent que mentir.;473;The false ones will only speak lies.
"<LIST=1124>""The real one is Alpha.""</LIST>";<LIST=1124>«#Alpha est humain.#»</LIST>;475;"<LIST=1124>""The real one is Alpha.""</LIST>"
"<LIST=1127>""The real one is Beta.""</LIST>";<LIST=1127>«#Bêta est humain.#»</LIST>;476;"<LIST=1127>""The real one is Beta.""</LIST>"
"<LIST=1125>""The real one is Gamma.""</LIST>";<LIST=1125>«#Gamma est humain.#»</LIST>;477;"<LIST=1125>""The real one is Gamma.""</LIST>"
"<LIST=1126>""I don't have a clue...""</LIST>";<LIST=1126>«#Je n'y comprends rien#!#»</LIST>;478;"<LIST=1126>""I don't have a clue...""</LIST>"
The real one is Alpha.;Alpha est humain.;479;The real one is Alpha.
The eyes of the statues shone with an eerie light.;Les yeux des statues étincelèrent sinistrement.;480;The eyes of the statues shone with an eerie light.
The light grew stronger and stronger, until <NIER> and Weiss were forced to turn away.;Leur éclat s'intensifia de plus en plus. <NIER> et Weiss durent détourner les yeux.;484;The light grew stronger and stronger, until <NIER> and Weiss were forced to turn away.
The real one is Gamma.;Gamma est humain.;485;The real one is Gamma.
The eyes of the statues shone with an eerie light.;Les yeux des statues étincelèrent sinistrement.;486;The eyes of the statues shone with an eerie light.
The light grew stronger and stronger, until <NIER> and Weiss were forced to turn away.;Leur éclat s'intensifia de plus en plus. <NIER> et Weiss durent détourner les yeux.;490;The light grew stronger and stronger, until <NIER> and Weiss were forced to turn away.
I don't have a clue...;Je n'y comprends rien#!;491;I don't have a clue...
<NIER> took a long look at the statues and tried to clear his mind.;<NIER> regarda longuement les statues et essaya d'éclairer son esprit...;492;<NIER> took a long look at the statues and tried to clear his mind.
The real one is Beta.;Bêta est humain.;493;The real one is Beta.
Though <NIER>'s voice betrayed a notable lack of confidence, he was relieved to see Weiss nodding at him.;<NIER> fut soulagé de voir Weiss acquiescer.;494;Though <NIER>'s voice betrayed a notable lack of confidence, he was relieved to see Weiss nodding at him.
"If Alpha were telling the truth, began Weiss in the dry tones of a lecturer, ""Beta and Gamma would be fakes. But in that case, Gamma's claim that Beta is fake would be the truth, even though Gamma is a liar. Therefore, that theory crumbles.""";Si Alpha dit la vérité, commença Weiss d'un ton doctoral, Bêta et Gamma ne sont pas humains et doivent mentir. Toutefois, Gamma dit que Bêta n'est pas humain, ce qui, dans ce cas, serait la vérité. Donc, Alpha ne peut pas être humain.;495;"If Alpha were telling the truth, began Weiss in the dry tones of a lecturer, ""Beta and Gamma would be fakes. But in that case, Gamma's claim that Beta is fake would be the truth, even though Gamma is a liar. Therefore, that theory crumbles."""
Now let us presume that Gamma spoke the truth. That makes Alpha and Beta liars. In this situation, however, Beta is calling Alpha a liar, which would leave us with two statues telling the truth.;Présumons maintenant que Gamma dit la vérité. Ceci signifierait qu'Alpha et Bêta sont des menteurs. Cependant, Bêta affirme qu'Alpha est un menteur, ce qui serait, selon cette hypothèse, aussi la vérité, et donc impossible.;496;Now let us presume that Gamma spoke the truth. That makes Alpha and Beta liars. In this situation, however, Beta is calling Alpha a liar, which would leave us with two statues telling the truth.
Finally, let us assume that Beta is telling the truth. If so, Alpha and Gamma's lies would make sense. Therefore, Beta must be real.;Finalement, supposons que Bêta dit la vérité. Alpha et Gamma sont des menteurs et tout s'explique. Bêta est donc humain.;497;Finally, let us assume that Beta is telling the truth. If so, Alpha and Gamma's lies would make sense. Therefore, Beta must be real.
As Weiss finished his explanation, Alpha and Gamma crumbled soundlessly into dust, while Beta sprang to life once more. ;Dès que Weiss termina son explication, Alpha et Gamma furent réduits en poussière et Bêta revint à la vie.;498;As Weiss finished his explanation, Alpha and Gamma crumbled soundlessly into dust, while Beta sprang to life once more. 
"Congratulations, villager, said Weiss in a cheerful voice. ""The time to awaken has arrived.""";Félicitations, mon ami, dit Weiss d'une voix enjouée. Le moment est venu de vous réveiller.;499;"Congratulations, villager, said Weiss in a cheerful voice. ""The time to awaken has arrived."""
Thank you for saving me! cried the villager.;Merci de m'avoir porté secours#! s'écria le villageois.;500;Thank you for saving me! cried the villager.
He dropped to his knees and bowed his head as low as it could go before an uncomfortable <NIER> pulled him to his feet.;Il se prosterna aux pieds de <NIER>, mais celui-ci, embarrassé, l'aida à se relever.;501;He dropped to his knees and bowed his head as low as it could go before an uncomfortable <NIER> pulled him to his feet.
"Why did you have a dream like this? asked Weiss. ""Have you been to this city before?""";Pourquoi rêvez-vous d'un endroit pareil#? demanda Weiss. L'avez-vous déjà visité#?;502;"Why did you have a dream like this? asked Weiss. ""Have you been to this city before?"""
The villager slowly looked around at the bizarre objects and sculptures that dotted the landscape, then shook his head.;Le villageois examina les œuvres d'art et les sculptures étranges qui parsemaient le paysage, puis secoua la tête.;503;The villager slowly looked around at the bizarre objects and sculptures that dotted the landscape, then shook his head.
I...I don't think so. I mean, it's impossible, right!? There's no way I could have ever been to a place like this...but at the same time, I feel like I've seen it before.;Non... Je ne crois pas. Je veux dire, c'est impossible, non#? Je n'aurais jamais pu visiter un tel endroit... mais il m'est tout de même familier.;504;I...I don't think so. I mean, it's impossible, right!? There's no way I could have ever been to a place like this...but at the same time, I feel like I've seen it before.
"Déjà vu, muttered <NIER>. ""It's just like that damn mayor.""";Un sentiment de déjà-vu, grommela <NIER>. Comme le maire.;505;"Déjà vu, muttered <NIER>. ""It's just like that damn mayor."""
The vague sense of unease that struck <NIER> during the mayor's dream spread once more through his mind. ;Le malaise qu'avait éprouvé <NIER> dans le rêve du maire revint de plus belle.;509;The vague sense of unease that struck <NIER> during the mayor's dream spread once more through his mind. 
